ts_code,name,market,publisher,category,base_date,base_point,list_date
700270.MI,MSCI阿拉伯境内(除沙特),MSCI,MSCI指数,规模指数,20071130,1000.0,20090901
700270L.MI,MSCI阿拉伯境内(除沙特)(Local),MSCI,MSCI指数,规模指数,20071130,1000.0,20090901
700396.MI,MSCI孟加拉,MSCI,MSCI指数,规模指数,20091130,1000.0,20091201
700396L.MI,MSCI孟加拉(Local),MSCI,MSCI指数,规模指数,20091130,1000.0,20091201
700719.MI,MSCI USA ESG LEADERS,MSCI,MSCI指数,其他,20100831,61.81,20020801
700720.MI,MSCI USA LARGE CAP ESG LEADERS,MSCI,MSCI指数,其他,20100831,73.6,20080702
700721.MI,MSCI USA MID CAP ESG LEADERS,MSCI,MSCI指数,其他,20100831,136.49,20080702
700722.MI,MSCI USA SMALL CAP ESG LEADERS,MSCI,MSCI指数,其他,20100831,119.37,20070102
700723.MI,MSCI USA SMID ESG LEADERS,MSCI,MSCI指数,其他,20100831,129.52,20080702
700724.MI,MSCI USA IMI ESG LEADERS,MSCI,MSCI指数,其他,20100831,62.97,20010101
700725.MI,MSCI USA BROAD ESG LEADERS,MSCI,MSCI指数,其他,20100831,62.97,20180723
700726.MI,MSCI USA ESG SELECT,MSCI,MSCI指数,其他,20100831,95.2156,20040601
700727.MI,MSCI KLD 400 SOCIAL,MSCI,MSCI指数,其他,20100831,393.48,19900501
701198.MI,MSCI USA SRI,MSCI,MSCI指数,其他,20100831,1000.0,20110628
701263.MI,MSCI USA EX CONTROVERSIAL WEAPONS,MSCI,MSCI指数,其他,20110531,1000.0,20110628
701519.MI,MSCI新兴市场50,MSCI,MSCI指数,规模指数,20080530,1000.0,20111005
701519L.MI,MSCI新兴市场50(Local),MSCI,MSCI指数,规模指数,20080530,1000.0,20111005
701565.MI,MSCI USA MID CAP SRI,MSCI,MSCI指数,其他,20070928,1000.0,20120116
701633.MI,MSCI全球高股息收益率指数(美元),MSCI,MSCI指数,主题指数,19920529,,20120116
701685.MI,MSCI USA LARGE CAP SRI,MSCI,MSCI指数,其他,20070928,1000.0,20120116
701697.MI,MSCI USA LARGE CAP EX CONTROVERSIAL WEAPONS,MSCI,MSCI指数,其他,20110531,1000.0,20120116
701874.MI,MSCI USA MID CAP EX CONTROVERSIAL WEAPONS,MSCI,MSCI指数,其他,20110531,1000.0,20120116
701990.MI,MSCI中国风险加权(美元),MSCI,MSCI指数,策略指数,19961129,1000.0,20120116
701990L.MI,MSCI中国风险加权(Local),MSCI,MSCI指数,策略指数,19961129,1000.0,20120116
702033.MI,MSCI中国价值加权(美元),MSCI,MSCI指数,价值指数,19961129,1000.0,20120116
702033L.MI,MSCI中国价值加权(Local),MSCI,MSCI指数,价值指数,19961129,1000.0,20120116
702168.MI,MSCI WORLD WITH EM EXPOSURE,MSCI,MSCI指数,规模指数,20020531,1000.0,20120329
702169.MI,MSCI WORLD ex ISRAEL WITH EM EXPOSURE,MSCI,MSCI指数,规模指数,20100526,1000.0,20120329
702170.MI,MSCI新兴市场美国经济,MSCI,MSCI指数,规模指数,20020531,1000.0,20120329
702171.MI,MSCI EUROPE WITH EM EXPOSURE,MSCI,MSCI指数,规模指数,20020531,1000.0,20120329
702172.MI,MSCI EAFE WITH EM EXPOSURE,MSCI,MSCI指数,规模指数,20020531,1000.0,20120329
702259.MI,MSCI前沿市场100,MSCI,MSCI指数,规模指数,20111130,1000.0,20120411
702259L.MI,MSCI前沿市场100(Local),MSCI,MSCI指数,规模指数,20111130,1000.0,20120411
702668.MI,MSCI中国A50,MSCI,MSCI指数,规模指数,20041130,1000.0,20121112
702668L.MI,MSCI中国A50(人民币),MSCI,MSCI指数,规模指数,20041130,1000.0,20121112
702987.MI,MSCI中国A股在岸等权重(美元),MSCI,MSCI指数,策略指数,20041130,1000.0,20130712
702987L.MI,MSCI中国A股在岸等权重(人民币),MSCI,MSCI指数,策略指数,20041130,1000.0,20130712
702988.MI,MSCI中国A股在岸风险加权(美元),MSCI,MSCI指数,策略指数,20071130,1000.0,20130712
702988L.MI,MSCI中国A股在岸风险加权(人民币),MSCI,MSCI指数,策略指数,20071130,1000.0,20130712
702990.MI,MSCI中国A股在岸价值加权(美元),MSCI,MSCI指数,价值指数,20071130,1000.0,20130712
702990L.MI,MSCI中国A股在岸价值加权(人民币),MSCI,MSCI指数,价值指数,20071130,1000.0,20130712
703277.MI,MSCI中国A股在岸高股息(美元),MSCI,MSCI指数,策略指数,20080530,1000.0,20130604
703277L.MI,MSCI中国A股在岸高股息(人民币),MSCI,MSCI指数,策略指数,20080530,1000.0,20130604
703605.MI,MSCI全爱尔兰指数(美元),MSCI,MSCI指数,主题指数,20130531,1000.0,20130926
703606.MI,MSCI全爱尔兰上限指数(美元),MSCI,MSCI指数,主题指数,20130531,1000.0,20130926
703813.MI,MSCI中国A股在岸动能(美元),MSCI,MSCI指数,策略指数,20071130,1000.0,20131211
703813L.MI,MSCI中国A股在岸动能(人民币),MSCI,MSCI指数,策略指数,20071130,1000.0,20131211
704843.CSI,MSCI中国A股国际实时(人民币),CSI,MSCI指数,规模指数,20081125,1000.0,20180720
704843.MI,MSCI中国A股国际(美元),MSCI,MSCI指数,规模指数,20081125,1000.0,20140626
704843L.MI,MSCI中国A股国际(人民币),MSCI,MSCI指数,规模指数,20081125,1000.0,20140626
704844.MI,MSCI中国全指(美元),MSCI,MSCI指数,规模指数,20081125,1000.0,20140626
704844L.MI,MSCI中国全指(Local),MSCI,MSCI指数,规模指数,20081125,1000.0,20140626
705206.MI,MSCI中国A股国际等权重(美元),MSCI,MSCI指数,策略指数,20081125,1000.0,20150827
705206L.MI,MSCI中国A股国际等权重(人民币),MSCI,MSCI指数,策略指数,20081125,1000.0,20150827
705269.MI,MSCI中国A股国际大中小盘(美元),MSCI,MSCI指数,规模指数,20081125,1000.0,20140902
705269L.MI,MSCI中国A股国际大中小盘(人民币),MSCI,MSCI指数,规模指数,20081125,1000.0,20140902
705270.MI,MSCI中国A股国际小盘(美元),MSCI,MSCI指数,规模指数,20081125,1000.0,20140902
705270L.MI,MSCI中国A股国际小盘(人民币),MSCI,MSCI指数,规模指数,20081125,1000.0,20140902
705271.MI,MSCI中国全股大中小盘(美元),MSCI,MSCI指数,规模指数,20081125,1000.0,20140902
705271L.MI,MSCI中国全股大中小盘(Local),MSCI,MSCI指数,规模指数,20081125,1000.0,20140902
705272.MI,MSCI中国全股小盘(美元),MSCI,MSCI指数,规模指数,20081125,1000.0,20140902
705272L.MI,MSCI中国全股小盘(Local),MSCI,MSCI指数,规模指数,20081125,1000.0,20140902
706393.MI,MSCI USA EX FOSSIL FUELS,MSCI,MSCI指数,其他,20101130,1000.0,20160315
707574.MI,MSCI USA LOW CARBON TARGET,MSCI,MSCI指数,其他,20101130,1000.0,20171012
707677.MI,MSCI中国A股国际风险加权(美元),MSCI,MSCI指数,策略指数,20081125,1000.0,20150827
707677L.MI,MSCI中国A股国际风险加权(人民币),MSCI,MSCI指数,策略指数,20081125,1000.0,20150827
707717.MI,MSCI中国A股国际公司质量(美元),MSCI,MSCI指数,策略指数,20081125,1000.0,20150827
707717L.MI,MSCI中国A股国际质量指数,MSCI,MSCI指数,策略指数,20081125,1000.0,20150827
707717LG.MI,MSCI中国A股国际公司质量全收益(人民币),MSCI,MSCI指数,策略指数,20081125,1000.0,20150827
707918.CSI,MSCI中国A股国际低波实时(人民币),CSI,中证指数有限公司,策略指数,,,
707918.MI,MSCI中国A股国际低波(美元),MSCI,MSCI指数,主题指数,20081125,1000.0,20150827
707918L.MI,MSCI中国A股国际低波(人民币),MSCI,MSCI指数,策略指数,20081125,1000.0,20150827
707918LG.MI,MSCI中国A股国际低波全收益(人民币),MSCI,MSCI指数,策略指数,,,
707920.MI,MSCI中国A股国际动能(美元),MSCI,MSCI指数,策略指数,20081125,1000.0,20150827
707920L.MI,MSCI中国A股国际动能(人民币),MSCI,MSCI指数,策略指数,20081125,1000.0,20150827
709018.MI,MSCI USA EX COAL,MSCI,MSCI指数,其他,20101130,1000.0,20160315
709601.MI,MSCI USA LOW CARBON LEADERS,MSCI,MSCI指数,其他,20101130,1000.0,20171215
710364.MI,MSCI USA WOMENS LEADERSHIP,MSCI,MSCI指数,其他,20160531,1000.0,20160712
710365.MI,MSCI USA IMI WOMENS LEADERSHIP,MSCI,MSCI指数,其他,20160531,1000.0,20160712
710493.MI,MSCI USA ESG FOCUS,MSCI,MSCI指数,其他,20101130,1000.0,20160811
711043.MI,MSCI中国(含部分A股),MSCI,MSCI指数,主题指数,,,20160928
711043L.MI,MSCI中国(含部分A股)(人民币),MSCI,MSCI指数,其他,,,20160928
711044.MI,MSCI中国大中小盘(含部分A股),MSCI,MSCI指数,规模指数,,,20160928
711044L.MI,MSCI中国大中小盘(含部分A股)(人民币),MSCI,MSCI指数,其他,,,20160928
711045.MI,MSCI金龙(含部分A股),MSCI,MSCI指数,主题指数,,,20160928
711045L.MI,MSCI金龙(含部分A股)(人民币),MSCI,MSCI指数,其他,,,20160928
711046.MI,MSCI金龙大中小盘(含部分A股),MSCI,MSCI指数,规模指数,,,20160928
711046L.MI,MSCI金龙大中小盘(含部分A股)(人民币),MSCI,MSCI指数,其他,,,20160928
711047.MI,MSCI中华(含部分A股),MSCI,MSCI指数,主题指数,,,20160928
711047L.MI,MSCI中华(含部分A股)(人民币),MSCI,MSCI指数,其他,,,20160928
711048.MI,MSCI中华大中小盘(含部分A股),MSCI,MSCI指数,规模指数,,,20160928
711048L.MI,MSCI中华大中小盘(含部分A股)(人民币),MSCI,MSCI指数,其他,,,20160928
711049.MI,MSCI亚洲(日本除外)(含部分A股),MSCI,MSCI指数,主题指数,,,20160928
711049L.MI,MSCI亚洲(日本除外)(含部分A股)(人民币),MSCI,MSCI指数,其他,,,20160928
711050.MI,MSCI亚洲(日本除外)大中小盘(含部分A股),MSCI,MSCI指数,规模指数,,,20160928
711050L.MI,MSCI亚洲(日本除外)大中小盘(含部分A股)(CNY),MSCI,MSCI指数,其他,,,20160928
711051.MI,MSCI亚洲(含部分A股),MSCI,MSCI指数,主题指数,,,20160928
711051L.MI,MSCI亚洲(含部分A股)(人民币),MSCI,MSCI指数,其他,,,20160928
711052.MI,MSCI亚洲大中小盘(含部分A股),MSCI,MSCI指数,规模指数,,,20160928
711052L.MI,MSCI亚洲大中小盘(含部分A股)(人民币),MSCI,MSCI指数,其他,,,20160928
711059.MI,MSCI亚太(含部分A股),MSCI,MSCI指数,主题指数,,,20160928
711059L.MI,MSCI亚太(含部分A股)(人民币),MSCI,MSCI指数,其他,,,20160928
711060.MI,MSCI亚太大中小盘(含部分A股),MSCI,MSCI指数,规模指数,,,20160928
711060L.MI,MSCI亚太大中小盘(含部分A股)(人民币),MSCI,MSCI指数,其他,,,20160928
711061.MI,MSCI亚太(日本除外)(含部分A股),MSCI,MSCI指数,主题指数,,,20160928
711061L.MI,MSCI亚太(日本除外)(含部分A股)(人民币),MSCI,MSCI指数,其他,,,20160928
711062.MI,MSCI亚太(日本除外)大中小盘(含部分A股),MSCI,MSCI指数,规模指数,,,20160928
711062L.MI,MSCI亚太(日本除外)大中小盘(含部分A股)(CNY),MSCI,MSCI指数,其他,,,20160928
711063.MI,MSCI新兴市场(含部分A股),MSCI,MSCI指数,主题指数,,,20160928
711063L.MI,MSCI新兴市场(含部分A股)(人民币),MSCI,MSCI指数,其他,,,20160928
711064.MI,MSCI新兴市场大中小盘(含部分A股),MSCI,MSCI指数,规模指数,,,20160928
711064L.MI,MSCI新兴市场大中小盘(含部分A股)(人民币),MSCI,MSCI指数,其他,,,20160928
711065.MI,MSCI新兴市场亚洲(含部分A股),MSCI,MSCI指数,主题指数,,,20160928
711065L.MI,MSCI新兴市场亚洲(含部分A股)(人民币),MSCI,MSCI指数,其他,,,20160928
711066.MI,MSCI新兴市场亚洲大中小盘(含部分A股),MSCI,MSCI指数,规模指数,,,20160928
711066L.MI,MSCI新兴市场亚洲大中小盘(含部分A股)(人民币),MSCI,MSCI指数,其他,,,20160928
711067.MI,MSCI全球市场(含部分A股),MSCI,MSCI指数,主题指数,,,20160928
711067L.MI,MSCI全球市场(含部分A股)(人民币),MSCI,MSCI指数,其他,,,20160928
711068.MI,MSCI全球市场大中小盘(含部分A股),MSCI,MSCI指数,规模指数,,,20160928
711068L.MI,MSCI全球市场大中小盘(含部分A股)(人民币),MSCI,MSCI指数,其他,,,20160928
711524.MI,MSCI南下香港(美元),MSCI,MSCI指数,其他,19990531,1000.0,20161215
711524L.MI,MSCI南下香港(Local),MSCI,MSCI指数,其他,19990531,1000.0,20161215
712127.MI,MSCI南下香港可投资市场,MSCI,MSCI指数,主题指数,20070531,1000.0,20161215
712127L.MI,MSCI南下香港可投资市场(Local),MSCI,MSCI指数,其他,20070531,1000.0,20161215
712129.MI,MSCI沪港深(美元),MSCI,MSCI指数,其他,20041130,1000.0,20161215
712129L.MI,MSCI沪港深(Local),MSCI,MSCI指数,其他,20041130,1000.0,20161215
712137.MI,MSCI沪港深可投资市场,MSCI,MSCI指数,主题指数,20091130,1000.0,20161215
712137L.MI,MSCI沪港深可投资市场(Local),MSCI,MSCI指数,其他,20091130,1000.0,20161215
712648.MI,MSCI USA ESG UNIVERSAL,MSCI,MSCI指数,其他,20160531,1000.0,20170208
714032.MI,MSCI香港价值增强指数,MSCI,MSCI指数,其他指数,20161130,1000.0,20170628
714032L.MI,MSCI香港南向互联互通价值增强定制(Local),MSCI,MSCI指数,主题指数,20161130,1000.0,20170628
714650.MI,MSCI中国A股大盘暂行,MSCI,MSCI指数,规模指数,,,20170621
714701.MI,MSCI港股南向低波(美元),MSCI,MSCI指数,策略指数,20070531,1000.0,20070531
714701G.MI,MSCI港股南向低波全收益(美元),MSCI,MSCI指数,策略指数,,,
714701L.MI,MSCI港股南向低波(港币),MSCI,MSCI指数,策略指数,20070531,1000.0,20070531
714721.MI,MSCI中国A股国际红利指数(美元),MSCI,MSCI指数,策略指数,20091130,1000.0,20170731
714721L.MI,MSCI中国A股国际红利指数(人民币),MSCI,MSCI指数,策略指数,20091130,1000.0,20170731
715952.MI,MSCI USA LARGE CAP ESG UNIVERSAL,MSCI,MSCI指数,其他,20091130,1000.0,20180208
716057.MI,MSCI USA SMALL CAP ESG UNIVERSAL,MSCI,MSCI指数,其他,20140530,1000.0,20180208
716566.MI,MSCI中国A股国际通,MSCI,MSCI指数,主题指数,20170831,1000.0,20171023
716567.CSI,MSCI中国A股国际通实时(人民币),CSI,MSCI指数,规模指数,20081125,1000.0,20171023
716567.MI,MSCI中国A股国际通(美元),MSCI,MSCI指数,规模指数,20170831,1000.0,20171023
716567L.MI,MSCI中国A股国际通(人民币),MSCI,MSCI指数,其他,20170831,1000.0,20171023
718465.MI,MSCI中国A股质优价值100,MSCI,MSCI指数,价值指数,20091130,1000.0,20180604
718465L.MI,MSCI中国A股质优价值100(人民币),MSCI,MSCI指数,价值指数,20091130,1000.0,20180604
718708.MI,MSCI中国A股离岸汇率(美元),MSCI,MSCI指数,规模指数,20081125,1000.0,20180301
718709.MI,MSCI中国A股大盘离岸汇率(美元),MSCI,MSCI指数,规模指数,20081125,1000.0,20180301
718710.MI,MSCI中国A股中盘离岸汇率(美元),MSCI,MSCI指数,规模指数,20081125,1000.0,20180301
718711.MI,MSCI中国A股(美元),MSCI,MSCI指数,规模指数,20081125,1000.0,20180301
718711L.MI,MSCI中国A股人民币指数,MSCI,MSCI指数,规模指数,20081125,1000.0,20180301
718711LG.MI,MSCI中国A股全收益(人民币),MSCI,MSCI指数,规模指数,20081125,1000.0,20180301
718712.MI,MSCI中国A股大盘(美元),MSCI,MSCI指数,规模指数,20081125,1000.0,20180301
718713.MI,MSCI中国A股中盘(美元),MSCI,MSCI指数,规模指数,20081125,1000.0,20180301
718847.MI,MSCI中国全股大盘,MSCI,MSCI指数,规模指数,20081125,1000.0,20180301
718848.MI,MSCI中国全股中盘,MSCI,MSCI指数,规模指数,20081125,1000.0,20180301
718849.MI,MSCI中国A股国际大盘,MSCI,MSCI指数,规模指数,20081125,1000.0,20180301
718850.MI,MSCI中国A股国际中盘,MSCI,MSCI指数,规模指数,20081125,1000.0,20180301
718874.MI,MSCI中国全股中小盘,MSCI,MSCI指数,规模指数,20081125,1000.0,20180301
718875.MI,MSCI中国A股国际中小盘,MSCI,MSCI指数,规模指数,20081125,1000.0,20180301
718888.MI,MSCI USA IMI LOW CARBON TARGET,MSCI,MSCI指数,其他,20101130,1000.0,20180323
719156.MI,MSCI USA SMALL CAP LOW CARBON TARGET,MSCI,MSCI指数,其他,20101130,1000.0,20180323
719895.MI,MSCI中国A股人民币消费指数,MSCI,MSCI指数,其他指数,20081125,1000.0,20180418
719895L.MI,MSCI中国A股在岸/消费(人民币),MSCI,MSCI指数,其他指数,20081125,1000.0,20180418
720496.MI,MSCI中国A股低碳目标指数(美元),MSCI,MSCI指数,主题指数,20180531,1000.0,20180803
720915.MI,MSCI中国A股在岸精选证券B,MSCI,MSCI指数,其他,20161130,1000.0,20180702
721606.MI,MSCI中国A股低碳领袖指数(美元),MSCI,MSCI指数,主题指数,20180531,1000.0,20180803
721638.MI,MSCI CHINA A RMB ESG UNIVERSAL,MSCI,MSCI指数,主题指数,20180531,1000.0,20180803
721638L.MI,MSCI CHINA A RMB ESG UNIVERSAL(Local),MSCI,MSCI指数,其他,20180531,1000.0,20180803
721812.MI,MSCI中国A股国际通ESG通用(美元),MSCI,MSCI指数,策略指数,20180531,1000.0,20180806
721812L.MI,MSCI中国A股国际通ESG通用(人民币),MSCI,MSCI指数,策略指数,20180531,1000.0,20180806
727318.MI,MSCI台湾20/35,MSCI,MSCI指数,规模指数,,,19890731
727808.MI,MSCI ACWI IMI Digital Economy,MSCI,MSCI指数,主题指数,20161130,1000.0,20190923
732722.MI,MSCI中国A股气候变化(美元),MSCI,MSCI指数,主题指数,20200529,1000.0,20200720
733824.MI,MSCI中国A股人民币气候变化指数(美元),MSCI,MSCI指数,主题指数,20200529,1000.0,20220107
735577.MI,MSCI中国A50互联互通(美元),MSCI,MSCI指数,规模指数,20121130,1000.0,20210820
735577L.MI,MSCI中国A50互联互通(离岸人民币),MSCI,MSCI指数,规模指数,20121130,1000.0,20210820
735969.MI,MSCI中国科技100,MSCI,MSCI指数,主题指数,20180531,1000.0,20201203
735971.MI,MSCI中国A股在岸可投资市场科技,MSCI,MSCI指数,主题指数,20180531,1000.0,20201203
735973.MI,MSCI中国全股票可投资市场科技,MSCI,MSCI指数,主题指数,20180531,1000.0,20201203
736023.MI,MSCI中国A股国际科技100,MSCI,MSCI指数,主题指数,20180531,1000.0,20201203
736025.MI,MSCI中国A股在岸科技100,MSCI,MSCI指数,主题指数,20180531,1000.0,20201203
746059.MI,MSCI中国A50互联互通,MSCI,MSCI指数,规模指数,20121130,1000.0,20210917
746059G.MI,MSCI中国A50互联互通全收益,MSCI,MSCI指数,规模指数,20121130,1000.0,20210917
746059N.MI,MSCI中国A50互联互通净收益,MSCI,MSCI指数,规模指数,20121130,1000.0,20210917
750108.MI,MSCI美国50指数,MSCI,MSCI指数,规模指数,20000531,1000.0,20220608
777922.MI,MSCI全球/消费信贷,MSCI,MSCI指数,三级行业指数,20030430,100.0,20030501
777922L.MI,MSCI全球/消费信贷(Local),MSCI,MSCI指数,三级行业指数,20030430,100.0,20030501
777923.MI,MSCI新兴/消费信贷,MSCI,MSCI指数,三级行业指数,20030430,100.0,20030501
777923L.MI,MSCI新兴/消费信贷(Local),MSCI,MSCI指数,三级行业指数,20030430,100.0,20030501
777926.MI,MSCI发达/消费信贷,MSCI,MSCI指数,三级行业指数,20030430,100.0,20030501
777926L.MI,MSCI发达/消费信贷(Local),MSCI,MSCI指数,三级行业指数,20030430,100.0,20030501
778045.MI,MSCI全球/资本市场,MSCI,MSCI指数,三级行业指数,20030430,100.0,20030501
778045L.MI,MSCI全球/资本市场(Local),MSCI,MSCI指数,三级行业指数,20030430,100.0,20030501
778046.MI,MSCI新兴/资本市场,MSCI,MSCI指数,三级行业指数,20030430,100.0,20030501
778046L.MI,MSCI新兴/资本市场(Local),MSCI,MSCI指数,三级行业指数,20030430,100.0,20030501
778047.MI,MSCI欧盟/资本市场,MSCI,MSCI指数,一级行业指数,20030430,100.0,20030501
778047L.MI,MSCI欧盟/资本市场(Local),MSCI,MSCI指数,一级行业指数,20030430,100.0,20030501
778048.MI,MSCI欧洲/资本市场,MSCI,MSCI指数,一级行业指数,20030430,100.0,20030501
778048L.MI,MSCI欧洲/资本市场(Local),MSCI,MSCI指数,一级行业指数,20030430,100.0,20030501
778049.MI,MSCI发达/资本市场,MSCI,MSCI指数,三级行业指数,20030430,100.0,20030501
778049L.MI,MSCI发达/资本市场(Local),MSCI,MSCI指数,三级行业指数,20030430,100.0,20030501
778168.MI,MSCI全球/互助储蓄与抵押信贷,MSCI,MSCI指数,三级行业指数,20030430,100.0,20030501
778168L.MI,MSCI全球/互助储蓄与抵押信贷(Local),MSCI,MSCI指数,三级行业指数,20030430,100.0,20030501
778169.MI,MSCI新兴/互助储蓄与抵押信贷,MSCI,MSCI指数,三级行业指数,20030430,100.0,20030501
778169L.MI,MSCI新兴/互助储蓄与抵押信贷(Local),MSCI,MSCI指数,三级行业指数,20030430,100.0,20030501
778172.MI,MSCI发达/互助储蓄与抵押信贷,MSCI,MSCI指数,三级行业指数,20030430,100.0,20030501
778172L.MI,MSCI发达/互助储蓄与抵押信贷(Local),MSCI,MSCI指数,三级行业指数,20030430,100.0,20030501
778291.MI,MSCI全球/半导体产品与设备Ⅲ,MSCI,MSCI指数,三级行业指数,20030430,100.0,19990915
778291L.MI,MSCI全球/半导体产品与设备Ⅲ(Local),MSCI,MSCI指数,三级行业指数,20030430,100.0,19990915
778292.MI,MSCI新兴/半导体产品与设备Ⅲ,MSCI,MSCI指数,三级行业指数,20030430,100.0,19990915
778292L.MI,MSCI新兴/半导体产品与设备Ⅲ(Local),MSCI,MSCI指数,三级行业指数,20030430,100.0,19990915
778293.MI,MSCI欧盟/半导体产品与设备Ⅲ,MSCI,MSCI指数,三级行业指数,20030430,100.0,19990915
778293L.MI,MSCI欧盟/半导体产品与设备Ⅲ(Local),MSCI,MSCI指数,三级行业指数,20030430,100.0,19990915
778294.MI,MSCI欧洲/半导体产品与设备Ⅲ,MSCI,MSCI指数,三级行业指数,20030430,100.0,19990915
778294L.MI,MSCI欧洲/半导体产品与设备Ⅲ(Local),MSCI,MSCI指数,三级行业指数,20030430,100.0,19990915
778295.MI,MSCI发达/半导体产品与设备Ⅲ,MSCI,MSCI指数,三级行业指数,20030430,100.0,19990915
778295L.MI,MSCI发达/半导体产品与设备Ⅲ(Local),MSCI,MSCI指数,三级行业指数,20030430,100.0,19990915
778414.MI,MSCI全球/半导体产品与设备Ⅱ,MSCI,MSCI指数,二级行业指数,20030430,100.0,19990915
778414L.MI,MSCI全球/半导体产品与设备Ⅱ(Local),MSCI,MSCI指数,二级行业指数,20030430,100.0,19990915
778415.MI,MSCI新兴/半导体产品与设备Ⅱ,MSCI,MSCI指数,二级行业指数,20030430,100.0,19990915
778415L.MI,MSCI新兴/半导体产品与设备Ⅱ(Local),MSCI,MSCI指数,二级行业指数,20030430,100.0,19990915
778416.MI,MSCI欧盟/半导体产品与设备Ⅱ,MSCI,MSCI指数,二级行业指数,20030430,100.0,19990915
778416L.MI,MSCI欧盟/半导体产品与设备Ⅱ(Local),MSCI,MSCI指数,二级行业指数,20030430,100.0,19990915
778417.MI,MSCI欧洲/半导体产品与设备Ⅱ,MSCI,MSCI指数,二级行业指数,20030430,100.0,19990915
778417L.MI,MSCI欧洲/半导体产品与设备Ⅱ(Local),MSCI,MSCI指数,二级行业指数,20030430,100.0,19990915
778418.MI,MSCI发达/半导体产品与设备Ⅱ,MSCI,MSCI指数,二级行业指数,20030430,100.0,19990915
778418L.MI,MSCI发达/半导体产品与设备Ⅱ(Local),MSCI,MSCI指数,二级行业指数,20030430,100.0,19990915
778463.MI,MSCI中国/半导体产品与设备,MSCI,MSCI指数,二级行业指数,,,
801001.SI,申万50,SW,申银万国指数,规模指数,19991230,1000.0,20000104
801002.SI,申万中小,SW,申银万国指数,规模指数,20040705,1000.0,20040705
801003.SI,申万A股,SW,申银万国指数,其他,19991230,1000.0,20000104
801004.SI,申万股改指数(退市),SW,申银万国指数,主题指数,20050815,1000.0,20050816
801005.SI,申万创业,SW,申银万国指数,主题指数,20091105,1000.0,20091106
801007.SI,申万宏源专精特新,SW,申银万国指数,主题指数,20181231,1000.0,20211222
801010.SI,农林牧渔(申万),SW,申银万国指数,一级行业指数,19991230,1000.0,20031016
801011.SI,林业Ⅱ(申万)(退市),SW,申银万国指数,二级行业指数,19991230,1000.0,20031016
801012.SI,农产品加工(申万),SW,申银万国指数,二级行业指数,19991230,1000.0,20031016
801013.SI,农业综合Ⅱ(申万)(退市),SW,申银万国指数,二级行业指数,19991230,1000.0,20031016
801014.SI,饲料(申万),SW,申银万国指数,二级行业指数,19991230,1000.0,20031016
801015.SI,渔业(申万),SW,申银万国指数,二级行业指数,19991230,1000.0,20031016
801016.SI,种植业(申万),SW,申银万国指数,二级行业指数,19991230,1000.0,20031016
801017.SI,养殖业(申万),SW,申银万国指数,二级行业指数,19991230,1000.0,20031016
801018.SI,动物保健Ⅱ(申万),SW,申银万国指数,二级行业指数,19991230,1000.0,20031016
801019.SI,农业综合Ⅱ(申万),SW,申银万国指数,二级行业指数,19991230,1000.0,20211213
801020.SI,采掘(申万)(退市),SW,申银万国指数,一级行业指数,19991230,1000.0,20031016
801021.SI,煤炭开采Ⅱ(申万)(退市),SW,申银万国指数,二级行业指数,19991230,1000.0,20031016
801022.SI,其他采掘Ⅱ(申万)(退市),SW,申银万国指数,二级行业指数,19991230,1000.0,20031016
801023.SI,石油开采Ⅱ(申万)(退市),SW,申银万国指数,二级行业指数,19991230,1000.0,20031016
801024.SI,采掘服务Ⅱ(申万)(退市),SW,申银万国指数,二级行业指数,19991230,1000.0,20031016
801030.SI,基础化工(申万),SW,申银万国指数,一级行业指数,19991230,1000.0,20031016
801031.SI,化工新材料Ⅱ(申万)(退市),SW,申银万国指数,二级行业指数,19991230,1000.0,20031016
801032.SI,化学纤维(申万),SW,申银万国指数,二级行业指数,19991230,1000.0,20031016
801033.SI,化学原料(申万),SW,申银万国指数,二级行业指数,19991230,1000.0,20031016
801034.SI,化学制品(申万),SW,申银万国指数,二级行业指数,19991230,1000.0,20031016
801035.SI,石油化工(申万)(退市),SW,申银万国指数,二级行业指数,19991230,1000.0,20031016
801036.SI,塑料(申万),SW,申银万国指数,二级行业指数,19991230,1000.0,20031016
801037.SI,橡胶(申万),SW,申银万国指数,二级行业指数,19991230,1000.0,20031016
801038.SI,农化制品(申万),SW,申银万国指数,二级行业指数,19991230,1000.0,20211213
801039.SI,非金属材料Ⅱ(申万),SW,申银万国指数,二级行业指数,19991230,1000.0,20211213
801040.SI,钢铁(申万),SW,申银万国指数,一级行业指数,19991230,1000.0,20031016
801041.SI,钢铁Ⅱ(申万)(退市),SW,申银万国指数,二级行业指数,19991230,1000.0,20031016
801042.SI,金属制品Ⅱ(申万)(退市),SW,申银万国指数,行业指数,19991230,1000.0,20031016
801043.SI,冶钢原料(申万),SW,申银万国指数,二级行业指数,19991230,1000.0,20211213
801044.SI,普钢(申万),SW,申银万国指数,二级行业指数,19991230,1000.0,20211213
801045.SI,特钢Ⅱ(申万),SW,申银万国指数,二级行业指数,19991230,1000.0,20211213
801050.SI,有色金属(申万),SW,申银万国指数,一级行业指数,19991230,1000.0,20031016
801051.SI,金属新材料(申万),SW,申银万国指数,二级行业指数,19991230,1000.0,20031016
801052.SI,有色金属冶炼与加工(申万)(退市),SW,申银万国指数,二级行业指数,19991230,1000.0,20031016
